customer_id,customer_name,gender,age,customer_segment,registration_date,total_rides,average_rating_given,repeat_customer,city,district
181,Theresa Williams,Male,55,Regular,2026-04-13,143,4.61,True,Lima,Los Olivos
182,Sherry Fields,Male,48,Regular,2022-09-16,252,3.87,True,Lima,San Miguel
183,Gregory Smith,Male,28,Regular,2025-04-24,165,3.76,True,Lima,San Miguel
184,Sharon Johnson,Female,60,Regular,2022-09-19,254,4.54,True,Lima,Los Olivos
185,Stephanie Palmer,Male,47,Premium,2024-06-07,603,4.53,True,Lima,San Isidro
186,Pamela Gonzales,Male,43,Regular,2020-06-08,166,4.66,True,Lima,Ate
187,Brittany Mcmillan,Female,44,Premium,2026-03-21,41,4.74,False,Lima,Miraflores
188,Melissa Bell,Female,58,Regular,2022-10-02,186,4.26,True,Lima,Centro de Lima
189,Dr. Michael Anderson,Female,53,Premium,2022-06-12,248,4.35,True,Lima,Barranco
190,Michael Flynn DVM,Female,25,Business,2024-01-09,977,4.4,True,Lima,Miraflores
191,Barbara Rojas,Male,63,Business,2021-02-21,1326,4.61,True,Lima,Barranco
192,Monica Leach,Female,23,Regular,2023-11-21,8,4.73,False,Lima,La Molina
193,Sara Jacobs,Female,25,Business,2023-07-27,312,4.74,True,Lima,Barranco
194,Timothy Everett,Female,50,Regular,2022-02-27,367,3.68,True,Lima,Surco
195,James Glover,Female,33,Regular,2025-08-14,248,4.39,True,Lima,Centro de Lima
196,James Burke Jr.,Male,56,Regular,2025-05-09,197,4.49,True,Lima,Ate
197,Regina Everett,Male,35,Premium,2021-07-29,179,4.33,True,Lima,Los Olivos
198,Mrs. Mary Anderson DVM,Female,18,Regular,2025-12-16,260,4.38,True,Lima,Surco
199,Stephanie Washington,Female,27,Premium,2021-08-05,897,4.62,True,Lima,Centro de Lima
200,Eric Nguyen,Female,53,Regular,2024-09-13,177,3.73,True,Lima,Ate
201,Michael Huynh,Male,62,Regular,2024-08-27,165,4.48,True,Lima,La Molina
202,Raymond Cochran,Female,20,Regular,2021-09-15,120,4.58,True,Lima,San Miguel
203,Joseph Burns,Female,42,Premium,2024-09-07,762,4.92,True,Lima,Barranco
204,Todd Sanders,Male,50,Regular,2022-04-14,19,4.83,False,Lima,Callao
205,Noah Hamilton,Female,24,Regular,2026-03-21,52,3.61,True,Lima,Ate
206,Morgan Butler,Male,44,Business,2021-03-19,111,4.51,True,Lima,Barranco
207,Kimberly Nash,Female,57,Regular,2023-01-24,136,4.56,True,Lima,Los Olivos
208,Kimberly Hayes,Female,38,Regular,2023-03-20,169,4.56,True,Lima,Centro de Lima
209,Jeffery Cervantes,Male,33,Premium,2023-12-07,76,4.75,True,Lima,Surco
210,Russell Holland,Female,24,Business,2021-01-18,265,5.0,True,Lima,San Isidro
211,Francis Sandoval,Female,19,Regular,2020-12-01,356,4.59,True,Lima,Miraflores
212,William Dixon,Female,40,Regular,2022-04-21,29,4.87,False,Lima,San Miguel
213,Peter Clark,Female,54,Regular,2024-10-27,126,4.78,True,Lima,Barranco
214,Teresa Davis,Female,57,Regular,2025-02-02,41,4.63,False,Lima,La Molina
215,Laura Garrett,Male,32,Regular,2021-07-20,299,4.14,True,Lima,Centro de Lima
216,Jose Rose,Female,60,Regular,2025-10-15,236,4.68,True,Lima,Miraflores
217,Shawn Webb,Female,61,Premium,2024-11-21,516,4.37,True,Lima,Ate
218,Brandy Brooks,Female,55,Regular,2025-12-16,227,4.18,True,Lima,Surco
219,Kristin Roman,Female,47,Regular,2023-06-02,218,4.06,True,Lima,Surco
220,Cynthia Buck,Female,24,Regular,2025-12-19,197,4.34,True,Lima,La Molina
221,Patricia Branch,Female,62,Regular,2025-01-03,184,5.0,True,Lima,Surco
222,Jessica Bullock,Female,35,Regular,2025-07-26,338,3.37,True,Lima,Miraflores
223,Jeffrey Burns,Male,56,Regular,2024-10-04,352,4.64,True,Lima,Centro de Lima
224,Steven Briggs,Male,56,Premium,2025-03-10,333,4.12,True,Lima,San Miguel
225,Christopher Brewer,Female,61,Regular,2024-11-28,98,4.06,True,Lima,Barranco
226,Jasmine Walker,Male,37,Regular,2022-06-23,322,4.84,True,Lima,Centro de Lima
227,Christopher Miles,Male,23,Regular,2022-09-02,187,4.33,True,Lima,Surco
228,Justin Miles,Male,30,Regular,2021-03-05,213,3.76,True,Lima,Barranco
229,Amber Roman,Female,28,Premium,2024-11-20,414,4.39,True,Lima,Surco
230,Derek Salazar,Female,65,Business,2023-12-02,1066,4.84,True,Lima,San Miguel
231,Heather Rasmussen,Male,27,Premium,2021-04-14,519,4.38,True,Lima,La Molina
232,Zachary Clark,Female,53,Premium,2024-05-01,781,4.66,True,Lima,San Miguel
233,Christine Sanchez,Male,34,Regular,2025-10-20,203,4.32,True,Lima,Ate
234,Crystal Douglas,Female,55,Regular,2022-10-05,189,3.97,True,Lima,Los Olivos
235,Omar Moore,Male,61,Premium,2020-09-09,420,5.0,True,Lima,La Molina
236,Julian Ramirez,Female,57,Regular,2022-11-18,318,4.62,True,Lima,La Molina
237,Jason Hill,Female,62,Regular,2022-02-04,326,3.29,True,Lima,Surco
238,Andre Berry,Male,20,Regular,2024-12-12,60,4.39,True,Lima,Miraflores
239,Andrea Hernandez,Male,24,Regular,2022-06-12,253,3.97,True,Lima,La Molina
240,Justin Erickson,Female,47,Premium,2025-03-03,178,4.86,True,Lima,San Miguel
241,Traci Lopez,Female,55,Regular,2022-11-29,381,3.9,True,Lima,Barranco
242,Barbara Sloan,Male,49,Premium,2023-08-04,710,4.57,True,Lima,Callao
243,Carrie Smith,Male,62,Regular,2026-01-25,144,4.55,True,Lima,San Miguel
244,Jennifer Smith,Male,41,Regular,2025-08-10,228,4.73,True,Lima,San Isidro
245,Dawn Blankenship,Female,21,Business,2024-11-21,832,4.46,True,Lima,Los Olivos
246,Suzanne Webster,Female,23,Regular,2021-01-23,63,4.13,True,Lima,La Molina
247,Ashley Riley,Male,21,Regular,2020-06-25,306,4.06,True,Lima,San Miguel
248,Amanda Mcdonald,Male,22,Regular,2022-11-03,65,3.97,True,Lima,Ate
249,Evan White,Male,39,Regular,2021-05-05,111,5.0,True,Lima,Barranco
250,Larry Grant,Male,35,Premium,2022-08-15,650,4.72,True,Lima,Barranco
251,Scott Smith,Female,29,Business,2023-04-05,1186,4.45,True,Lima,San Isidro
252,Julie Vasquez,Male,18,Regular,2022-06-16,14,4.76,False,Lima,San Miguel
253,William Johnson,Female,19,Premium,2024-03-27,283,5.0,True,Lima,Barranco
254,Aaron Ibarra,Female,51,Regular,2024-01-11,65,4.82,True,Lima,San Isidro
255,Richard Bray,Female,41,Premium,2024-07-14,527,4.14,True,Lima,Ate
256,Kirsten Sanford,Male,57,Regular,2020-11-11,232,4.06,True,Lima,Miraflores
257,Ronald Patterson,Female,47,Premium,2021-09-09,714,4.98,True,Lima,Miraflores
258,Brad Anderson,Female,45,Regular,2020-07-17,246,3.95,True,Lima,San Isidro
259,Nancy Garcia,Male,23,Regular,2025-05-18,228,4.52,True,Lima,San Miguel
260,Margaret Andrews,Male,35,Regular,2021-06-14,34,4.69,False,Lima,Callao
261,Erica Cole,Female,42,Regular,2024-08-11,281,3.84,True,Lima,Callao
262,Tonya Phillips MD,Female,24,Regular,2025-03-05,233,4.27,True,Lima,San Isidro
263,Amanda Clark,Male,45,Premium,2022-09-13,706,3.63,True,Lima,Centro de Lima
264,Cody Brooks,Female,47,Premium,2023-01-27,463,4.29,True,Lima,Los Olivos
265,Nathan Hawkins,Female,45,Regular,2021-03-09,49,4.17,False,Lima,San Miguel
266,Jeffrey Howard,Male,61,Regular,2022-11-13,192,3.68,True,Lima,Centro de Lima
267,Fernando Deleon,Male,45,Regular,2021-06-22,44,5.0,False,Lima,San Isidro
268,Jessica Long,Male,53,Premium,2020-10-14,421,4.17,True,Lima,Miraflores
269,Stephen Morris,Female,60,Regular,2024-12-11,288,4.08,True,Lima,San Isidro
270,Kimberly Conley,Female,64,Regular,2021-12-24,341,4.37,True,Lima,Miraflores
271,Amy Hensley,Female,40,Business,2023-09-09,1309,4.99,True,Lima,San Isidro
272,Rebecca Palmer,Male,60,Regular,2022-02-09,109,3.58,True,Lima,Centro de Lima
273,Samantha Roberts,Female,53,Regular,2025-12-15,56,4.88,True,Lima,San Miguel
274,Christopher Madden,Male,45,Regular,2021-09-02,143,4.31,True,Lima,Ate
275,Donna Webb,Male,56,Business,2025-05-17,1353,4.5,True,Lima,Surco
276,Rachel White,Female,39,Regular,2026-03-30,140,4.53,True,Lima,San Miguel
277,Mary Escobar,Female,22,Regular,2022-11-16,74,4.4,True,Lima,Barranco
278,Troy Nelson,Male,65,Premium,2025-01-03,71,4.42,True,Lima,Ate
279,Kenneth Haynes,Female,39,Regular,2020-09-26,215,4.33,True,Lima,Barranco
280,Jay Dennis,Female,54,Regular,2023-09-14,370,4.11,True,Lima,Callao
281,Rachel Brown,Male,28,Regular,2025-08-15,27,4.36,False,Lima,Callao
282,Dr. Molly Chan,Female,46,Regular,2025-10-05,42,4.63,False,Lima,Los Olivos
283,Joshua Griffin,Female,35,Regular,2022-02-16,227,5.0,True,Lima,La Molina
284,Sarah Spencer,Female,45,Premium,2022-10-13,156,4.23,True,Lima,San Isidro
285,Joshua Dickerson,Female,51,Regular,2023-04-20,348,5.0,True,Lima,Surco
286,Eugene Peterson,Male,18,Regular,2021-08-02,203,3.32,True,Lima,La Molina
287,Molly Johnson,Male,34,Regular,2023-04-12,109,4.22,True,Lima,Surco
288,Justin Miller,Female,65,Regular,2023-07-24,4,4.59,False,Lima,Los Olivos
289,Debra Padilla,Male,50,Regular,2025-08-03,195,4.44,True,Lima,Ate
290,Gabriel Noble DVM,Female,22,Premium,2022-07-26,865,4.41,True,Lima,Los Olivos
291,Cameron Orr,Female,19,Premium,2022-08-13,83,4.54,True,Lima,Centro de Lima
292,William Green,Female,54,Business,2025-02-12,721,4.6,True,Lima,Los Olivos
293,Amy Cisneros,Female,25,Premium,2023-01-01,467,4.42,True,Lima,Los Olivos
294,Mary Brown,Male,57,Regular,2023-08-08,167,4.72,True,Lima,Centro de Lima
295,Tracy Gillespie,Male,45,Premium,2021-06-23,410,4.71,True,Lima,San Isidro
296,Ashlee Vargas,Female,51,Regular,2023-01-23,302,3.95,True,Lima,San Isidro
297,Michael Anderson,Female,32,Regular,2026-04-03,159,4.75,True,Lima,San Miguel
298,Jillian Smith PhD,Male,51,Premium,2020-06-24,118,4.69,True,Lima,Ate
299,Aimee Wheeler,Female,40,Regular,2022-10-14,398,4.71,True,Lima,Barranco
300,Michael Perez,Female,30,Regular,2022-06-03,75,4.61,True,Lima,Barranco
301,Gregory Lee,Male,29,Regular,2025-06-05,390,3.89,True,Lima,Centro de Lima
302,Bobby Mckee,Female,61,Regular,2021-08-27,289,4.02,True,Lima,Callao
303,Donald Duran,Female,58,Regular,2023-11-22,320,4.67,True,Lima,San Miguel
304,Justin Martinez,Female,46,Regular,2023-10-04,35,4.61,False,Lima,Surco
305,Karen Vasquez,Male,40,Premium,2024-04-15,645,4.59,True,Lima,Ate
306,Mr. James Deleon Jr.,Female,20,Regular,2023-10-11,237,4.36,True,Lima,Miraflores
307,Victor Matthews,Male,59,Regular,2022-09-30,147,4.94,True,Lima,San Isidro
308,Crystal Burns,Female,47,Regular,2026-03-06,260,4.0,True,Lima,Callao
309,Dawn Scott,Male,46,Regular,2025-10-01,379,4.57,True,Lima,Callao
310,Kenneth Matthews,Female,50,Regular,2023-11-17,165,4.2,True,Lima,Barranco
311,Isaiah Palmer,Male,39,Business,2023-03-14,1002,4.66,True,Lima,San Isidro
312,Michael Cantrell,Male,33,Regular,2021-10-31,89,4.85,True,Lima,Centro de Lima
313,David Fuentes,Male,41,Business,2023-07-07,1153,4.87,True,Lima,San Miguel
314,Daniel Gray,Female,39,Business,2024-02-07,873,4.86,True,Lima,Callao
315,Diana Harris,Female,22,Regular,2024-01-10,324,4.95,True,Lima,San Miguel
316,Diana Jenkins,Female,36,Regular,2024-04-24,348,4.31,True,Lima,Surco
